Dish ID,Ingredient ID,Ingredient Name,Mass (grams),Calories (kcal),Fat (grams),Carbs (grams),Protein (grams)
dish_1565023182,ingr_0000000004,bacon,48.000000,259.68,20.16,0.672,17.76
dish_1551233248,ingr_0000000048,ham,36.000000,52.2,2.16,0.54,7.56
dish_1551233248,ingr_0000000046,mushroom,14.000000,3.08,0.042,0.462,0.434
dish_1551233248,ingr_0000000062,noodles,55.000000,75.9,1.155,13.75,2.475
dish_1568400967,ingr_0000000027,broccoli,71.000000,24.85,0.284,4.97,1.704
dish_1568400967,ingr_0000000029,mixed greens,42.000000,11.76,0.168,2.226,0.924
dish_1565726887,ingr_0000000433,roasted potatoes,51.000000,71.91,3.468,9.18,1.071
dish_1565726887,ingr_0000000515,arugula,36.963696,9.240924,0.258745872,1.367656752,0.961056096
dish_1565726887,ingr_0000000189,vinegar,2.957096,0.0,0.0,0.0,0.0
dish_1565726887,ingr_0000000161,olive oil,7.499557,66.29608388,7.499557,0.0,0.0
dish_1565726887,ingr_0000000473,cranberries,2.957096,1.36026416,0.002957096,0.35485152,0.01478548
dish_1565726887,ingr_0000000291,salt,0.092409,0.0,0.0,0.0,0.0
dish_1565726887,ingr_0000000094,onions,5.914192,2.3656768,0.005914192,0.53227728,0.065056112
dish_1565726887,ingr_0000000027,broccoli,63.414635,22.19512225,0.25365854,4.43902445,1.52195124
dish_1565726887,ingr_0000000126,mustard,0.739274,0.453174962,0.024396042,0.04435644,0.027353138
dish_1565726887,ingr_0000000528,celery root,0.462046,0.19405932,0.001386138,0.042508232,0.00693069
dish_1551314022,ingr_0000000056,kiwi,39.000000,23.79,0.195,5.85,0.429
dish_1566590536,ingr_0000000045,carrot,50.277264,20.61367824,0.100554528,5.0277264,0.452495376
dish_1566590536,ingr_0000000291,salt,0.188540,0.0,0.0,0.0,0.0
dish_1566590536,ingr_0000000312,pepper,0.031423,0.0125692,6.2846e-05,0.002922339,0.00062846
dish_1566590536,ingr_0000000161,olive oil,0.502773,4.44451332,0.502773,0.0,0.0
dish_1563217968,ingr_0000000026,white rice,10.012772,13.0166036,0.030038316,2.80357616,0.270344844
dish_1563217968,ingr_0000000520,lemon juice,1.115924,0.18970708,0.0,0.062491744,0.004463696
dish_1563217968,ingr_0000000032,tomatoes,7.439490,2.5294266,0.05207643,0.50588532,0.05207643
dish_1563217968,ingr_0000000031,cucumbers,7.439490,0.743949,0.0,0.1487898,0.0743949
dish_1563217968,ingr_0000000094,onions,4.992368,1.9969472,0.004992368,0.44931312,0.054916048
dish_1563217968,ingr_0000000448,jalapenos,0.743949,0.21574521,0.002975796,0.048356685,0.006695541
dish_1563217968,ingr_0000000515,arugula,24.821665,6.20541625,0.173751655,0.918401605,0.64536329
dish_1563217968,ingr_0000000122,garlic,0.500639,0.74595211,0.002503195,0.16521087,0.032040896
dish_1563217968,ingr_0000000291,salt,0.218153,0.0,0.0,0.0,0.0
dish_1563217968,ingr_0000000367,lime,1.115924,0.3347772,0.002231848,0.11717202,0.007811468
dish_1563217968,ingr_0000000516,rosemary,0.500639,0.65583709,0.028536423,0.1001278,0.014518531
dish_1563217968,ingr_0000000027,broccoli,73.000000,25.55,0.292,5.11,1.752
dish_1563217968,ingr_0000000526,mustard greens,14.878981,4.01732487,0.059515924,0.699312107,0.431490449
dish_1563217968,ingr_0000000161,olive oil,1.244588,11.00215792,1.244588,0.0,0.0
dish_1563217968,ingr_0000000462,pork,75.095787,178.72797306,10.51341018,0.0,19.52490462
dish_1563217968,ingr_0000000524,parsley,0.250319,0.092868349,0.002002552,0.016020416,0.007259251
dish_1563217968,ingr_0000000349,mangos,7.439490,4.50833094,0.02975796,1.1159235,0.05951592
dish_1563217968,ingr_0000000485,zucchini,5.006386,0.7509579,0.020025544,0.135172422,0.055070246
dish_1563217968,ingr_0000000471,cherry tomatoes,7.439490,1.3391082,0.01487898,0.29014011,0.06695541
dish_1563217968,ingr_0000000523,cilantro,0.743949,0.169620372,0.003719745,0.027526113,0.016366878
dish_1562007866,ingr_0000000006,caesar salad,65.000000,28.6,1.365,2.795,2.08
dish_1562007866,ingr_0000000377,quinoa,198.509048,238.2108576,3.771671912,41.68690008,8.734398112
dish_1562007866,ingr_0000000448,jalapenos,0.083738,0.02428402,0.000334952,0.00544297,0.000753642
dish_1562007866,ingr_0000000462,pork,50.242718,119.57766884,7.03398052,0.0,13.06310668
dish_1562007866,ingr_0000000524,parsley,4.305132,1.597203972,0.034441056,0.275528448,0.124848828
dish_1562007866,ingr_0000000520,lemon juice,1.166176,0.19824992,0.0,0.065305856,0.004664704
dish_1562007866,ingr_0000000122,garlic,5.632629,8.39261721,0.028163145,1.85876757,0.360488256
dish_1562007866,ingr_0000000133,shallots,0.992545,0.198509,0.00198509,0.032753985,0.014888175
dish_1562007866,ingr_0000000045,carrot,1.674757,0.68665037,0.003349514,0.1674757,0.015072813
dish_1562007866,ingr_0000000312,pepper,0.196996,0.0787984,0.000393992,0.018320628,0.00393992
dish_1562007866,ingr_0000000471,cherry tomatoes,31.000000,5.58,0.062,1.209,0.279
dish_1562007866,ingr_0000000116,mayonnaise,1.339806,9.1106808,1.0048545,0.008038836,0.01339806
dish_1562007866,ingr_0000000515,arugula,19.850904,4.962726,0.138956328,0.734483448,0.516123504
dish_1562007866,ingr_0000000161,olive oil,1.563659,13.82274556,1.563659,0.0,0.0
dish_1562007866,ingr_0000000514,wheat berry,6.699029,6.09611639,0.033495145,1.279514539,0.281359218
dish_1562007866,ingr_0000000518,thyme,0.992545,1.00247045,0.016873265,0.2382108,0.0595527
dish_1562007866,ingr_0000000016,brussels sprouts,23.616238,10.15498234,0.070848714,2.12546142,0.802952092
dish_1562007866,ingr_0000000152,cabbage,6.699029,1.40679609,0.033495145,0.214368928,0.087087377
dish_1562007866,ingr_0000000291,salt,2.435046,0.0,0.0,0.0,0.0
dish_1562007866,ingr_0000000472,couscous,43.000000,48.16,0.086,9.89,1.634
dish_1559320019,ingr_0000000038,pineapple,17.000000,8.5,0.017,2.21,0.085
dish_1559320019,ingr_0000000437,sweet potato,96.000000,72.96,0.0,17.28,0.96
dish_1559320019,ingr_0000000004,bacon,13.000000,70.33,5.46,0.182,4.81
dish_1559320019,ingr_0000000013,berries,79.000000,45.03,0.237,11.06,0.553
dish_1567625343,ingr_0000000517,chard,21.000000,3.99,0.042,0.777,0.378
dish_1567625343,ingr_0000000042,avocado,32.000000,51.2,4.8,2.88,0.64
dish_1567625343,ingr_0000000072,kale,21.000000,10.29,0.147,1.89,0.693
dish_1559675268,ingr_0000000471,cherry tomatoes,55.000000,9.9,0.11,2.145,0.495
dish_1559675268,ingr_0000000045,carrot,14.000000,5.74,0.028,1.4,0.126
dish_1559675268,ingr_0000000033,bell peppers,20.000000,8.0,0.04,1.8,0.4
dish_1559675268,ingr_0000000016,brussels sprouts,31.000000,13.33,0.093,2.79,1.054
dish_1559675268,ingr_0000000031,cucumbers,24.000000,2.4,0.0,0.48,0.24
dish_1565727821,ingr_0000000148,parmesan cheese,22.000000,94.754,6.292,0.924,8.448
dish_1565727821,ingr_0000000028,chicken,97.000000,160.05,3.492,0.0,30.07
dish_1565727821,ingr_0000000029,mixed greens,9.000000,2.52,0.036,0.477,0.198
dish_1565727821,ingr_0000000027,broccoli,68.000000,23.8,0.272,4.76,1.632
dish_1565898758,ingr_0000000402,tuna,280.000000,364.0,1.68,0.0,81.2
dish_1565898758,ingr_0000000012,olives,40.000000,46.0,4.28,2.52,0.32
dish_1565898758,ingr_0000000043,green beans,49.725002,15.41475062,0.049725002,3.48075014,0.895050036
dish_1565898758,ingr_0000000036,spinach (raw),2.901179,0.66727117,0.011604716,0.104442444,0.084134191
dish_1565898758,ingr_0000000540,ginger,0.290118,0.2320944,0.002320944,0.05222124,0.005222124
dish_1565898758,ingr_0000000023,brown rice,11.604714,12.88123254,0.104442426,2.66908422,0.301722564
dish_1565898758,ingr_0000000133,shallots,1.740707,0.3481414,0.003481414,0.057443331,0.026110605
dish_1565898758,ingr_0000000122,garlic,1.740707,2.59365343,0.008703535,0.57443331,0.111405248
dish_1565898758,ingr_0000000523,cilantro,0.580236,0.132293808,0.00290118,0.021468732,0.012765192
dish_1565898758,ingr_0000000045,carrot,75.000000,30.75,0.15,7.5,0.675
dish_1565898758,ingr_0000000471,cherry tomatoes,62.000000,11.16,0.124,2.418,0.558
dish_1565898758,ingr_0000000332,salmon,58.023571,103.28195638,4.64188568,0.0,13.92565704
dish_1565898758,ingr_0000000448,jalapenos,0.580236,0.16826844,0.002320944,0.03771534,0.005222124
dish_1565898758,ingr_0000000520,lemon juice,0.580236,0.09864012,0.0,0.032493216,0.002320944
dish_1565898758,ingr_0000000161,olive oil,1.710177,15.11796468,1.710177,0.0,0.0
dish_1565898758,ingr_0000000094,onions,25.160471,10.0641884,0.025160471,2.26444239,0.276765181
dish_1565898758,ingr_0000000291,salt,0.145059,0.0,0.0,0.0,0.0
dish_1565898758,ingr_0000000367,lime,0.072529,0.0217587,0.000145058,0.007615545,0.000507703
dish_1565898758,ingr_0000000203,chili,0.145059,0.0580236,0.000580236,0.012910251,0.002611062
dish_1561061630,ingr_0000000054,apple,11.428572,5.94285744,0.022857144,1.60000008,0.034285716
dish_1561061630,ingr_0000000140,caesar dressing,6.778005,2.989100205,0.142338105,0.291454215,0.21689616
dish_1561061630,ingr_0000000161,olive oil,9.142858,80.82286472,9.142858,0.0,0.0
dish_1561061630,ingr_0000000473,cranberries,2.285714,1.05142844,0.002285714,0.27428568,0.01142857
dish_1561061630,ingr_0000000153,bulgur,11.428572,39.08571624,0.148571436,8.68571472,1.37142864
dish_1561061630,ingr_0000000133,shallots,2.285714,0.4571428,0.004571428,0.075428562,0.03428571
dish_1561061630,ingr_0000000306,croutons,0.317719,1.296611239,0.021287173,0.229710837,0.03812628
dish_1561061630,ingr_0000000515,arugula,22.857143,5.71428575,0.160000001,0.845714291,0.594285718
dish_1561061630,ingr_0000000148,parmesan cheese,4.236252,18.245537364,1.211568072,0.177922584,1.626720768
dish_1561061630,ingr_0000000526,mustard greens,34.285713,9.25714251,0.137142852,1.611428511,0.994285677
dish_1561061630,ingr_0000000524,parsley,2.285714,0.847999894,0.018285712,0.146285696,0.066285706
dish_1561061630,ingr_0000000072,kale,40.668022,19.92733078,0.284676154,3.66012198,1.342044726
dish_1561061630,ingr_0000000520,lemon juice,1.142857,0.19428569,0.0,0.063999992,0.004571428
dish_1561061630,ingr_0000000291,salt,0.285714,0.0,0.0,0.0,0.0
dish_1561061630,ingr_0000000122,garlic,0.571429,0.85142921,0.002857145,0.18857157,0.036571456
dish_1558547205,ingr_0000000005,potatoes,96.000000,73.92,0.096,16.32,1.92
dish_1558547205,ingr_0000000077,almonds,25.000000,144.525,12.375,5.675,5.6
dish_1558547205,ingr_0000000036,spinach (raw),11.000000,2.53,0.044,0.396,0.319
dish_1558547205,ingr_0000000026,white rice,54.000000,70.2,0.162,15.12,1.458
dish_1563378372,ingr_0000000134,biscuits,119.000000,419.475,19.278,53.193,8.33
dish_1563378372,ingr_0000000004,bacon,9.000000,48.69,3.78,0.126,3.33
dish_1559841891,ingr_0000000440,grapes,71.000000,48.99,0.142,12.78,0.497
dish_1559841891,ingr_0000000213,pears,201.000000,114.972,0.201,30.552,0.804
dish_1551237079,ingr_0000000016,brussels sprouts,102.000000,43.86,0.306,9.18,3.468
dish_1551237079,ingr_0000000028,chicken,107.000000,176.55,3.852,0.0,33.17
dish_1551237079,ingr_0000000025,beef,37.000000,92.5,5.55,0.0,9.62
dish_1565034330,ingr_0000000508,soy sauce,0.908858,0.48169474,0.005453148,0.044534042,0.073617498
dish_1565034330,ingr_0000000122,garlic,0.908858,1.35419842,0.00454429,0.29992314,0.058166912
dish_1565034330,ingr_0000000026,white rice,18.177151,23.6302963,0.054531453,5.08960228,0.490783077
dish_1565034330,ingr_0000000203,chili,0.908858,0.3635432,0.003635432,0.080888362,0.016359444
dish_1565034330,ingr_0000000498,orange juice,0.908858,0.42716326,0.000908858,0.09997438,0.006362006
dish_1565034330,ingr_0000000161,olive oil,1.363286,12.05144824,1.363286,0.0,0.0
dish_1565034330,ingr_0000000094,onions,1.817715,0.727086,0.001817715,0.16359435,0.019994865
dish_1565034330,ingr_0000000535,green onions,0.908858,0.29083456,0.001817716,0.06362006,0.016359444
dish_1565034330,ingr_0000000072,kale,4.544288,2.22670112,0.031810016,0.40898592,0.149961504
dish_1565034330,ingr_0000000291,salt,0.227214,0.0,0.0,0.0,0.0
dish_1565034330,ingr_0000000007,cauliflower,175.000000,43.75,0.525,8.75,3.15
dish_1565034330,ingr_0000000189,vinegar,0.908858,0.0,0.0,0.0,0.0
dish_1565034330,ingr_0000000027,broccoli,9.088575,3.18100125,0.0363543,0.63620025,0.2181258
dish_1565034330,ingr_0000000025,beef,136.328629,340.8215725,20.44929435,0.0,35.44544354
dish_1565034330,ingr_0000000433,roasted potatoes,131.000000,184.71,8.908,23.58,2.751
dish_1564171888,ingr_0000000023,brown rice,29.134598,32.33940378,0.262211382,6.70095754,0.757499548
dish_1564171888,ingr_0000000515,arugula,5.826920,1.45673,0.04078844,0.21559604,0.15149992
dish_1564171888,ingr_0000000291,salt,0.364182,0.0,0.0,0.0,0.0
dish_1564171888,ingr_0000000312,pepper,7.283649,2.9134596,0.014567298,0.677379357,0.14567298
dish_1564171888,ingr_0000000518,thyme,0.182091,0.18391191,0.003095547,0.04370184,0.01092546
dish_1564171888,ingr_0000000332,salmon,145.672989,259.29792042,11.65383912,0.0,34.96151736
dish_1564171888,ingr_0000000161,olive oil,5.535573,48.93446532,5.535573,0.0,0.0
dish_1560539368,ingr_0000000377,quinoa,20.927153,25.1125836,0.397615907,4.39470213,0.920794732
dish_1560539368,ingr_0000000523,cilantro,1.046358,0.238569624,0.00523179,0.038715246,0.023019876
dish_1560539368,ingr_0000000291,salt,0.579519,0.0,0.0,0.0,0.0
dish_1560539368,ingr_0000000122,garlic,0.523179,0.77953671,0.002615895,0.17264907,0.033483456
dish_1560539368,ingr_0000000520,lemon juice,2.092715,0.35576155,0.0,0.11719204,0.00837086
dish_1560539368,ingr_0000000094,onions,4.185431,1.6741724,0.004185431,0.37668879,0.046039741
dish_1560539368,ingr_0000000515,arugula,5.231788,1.307947,0.036622516,0.193576156,0.136026488
dish_1560539368,ingr_0000000448,jalapenos,0.261589,0.07586081,0.001046356,0.017003285,0.002354301
dish_1560539368,ingr_0000000161,olive oil,5.033243,44.49386812,5.033243,0.0,0.0
dish_1560539368,ingr_0000000045,carrot,84.781265,34.76031865,0.16956253,8.4781265,0.763031385
dish_1560539368,ingr_0000000006,caesar salad,70.000000,30.8,1.47,3.01,2.24
dish_1560539368,ingr_0000000049,fish,104.635757,94.1721813,13.60264841,0.0,19.252979288
dish_1560539368,ingr_0000000312,pepper,4.238419,1.6953676,0.008476838,0.394172967,0.08476838
dish_1560539368,ingr_0000000541,tomatillo,10.463576,3.34834432,0.10463576,0.62781456,0.10463576
dish_1551227581,ingr_0000000033,bell peppers,31.000000,12.4,0.062,2.79,0.62
dish_1562603536,ingr_0000000004,bacon,14.000000,75.74,5.88,0.196,5.18
dish_1550713462,ingr_0000000050,tofu,61.000000,44.53,2.928,1.159,4.88
dish_1551232713,ingr_0000000016,brussels sprouts,78.000000,33.54,0.234,7.02,2.652
dish_1558640074,ingr_0000000054,apple,116.000000,60.32,0.232,16.24,0.348
dish_1551222363,ingr_0000000062,noodles,45.000000,62.1,0.945,11.25,2.025
dish_1565107211,ingr_0000000475,salsa,75.000000,21.75,0.15,4.95,1.125
dish_1565107211,ingr_0000000437,sweet potato,115.121956,87.49268656,0.0,20.72195208,1.15121956
dish_1565107211,ingr_0000000008,scrambled eggs,86.000000,127.28,9.46,1.376,8.6
dish_1565107211,ingr_0000000161,olive oil,2.878049,25.44195316,2.878049,0.0,0.0
dish_1565107211,ingr_0000000128,egg whites,358.000000,186.16,0.716,2.506,35.8
dish_1565107211,ingr_0000000121,watermelon,93.000000,27.9,0.186,7.068,0.558
dish_1565107211,ingr_0000000440,grapes,69.000000,47.61,0.138,12.42,0.483
dish_1563811439,ingr_0000000037,cantaloupe,72.000000,24.48,0.144,5.76,0.576
dish_1563811439,ingr_0000000128,egg whites,217.000000,112.84,0.434,1.519,21.7
dish_1557853229,ingr_0000000179,eggs,126.000000,195.93,13.23,1.512,15.75
dish_1557937037,ingr_0000000040,raspberries,49.000000,25.97,0.343,5.88,0.588
dish_1563217993,ingr_0000000349,mangos,7.439490,4.50833094,0.02975796,1.1159235,0.05951592
dish_1563217993,ingr_0000000462,pork,75.095787,178.72797306,10.51341018,0.0,19.52490462
dish_1563217993,ingr_0000000122,garlic,0.500639,0.74595211,0.002503195,0.16521087,0.032040896
dish_1563217993,ingr_0000000094,onions,4.992368,1.9969472,0.004992368,0.44931312,0.054916048
dish_1563217993,ingr_0000000448,jalapenos,0.743949,0.21574521,0.002975796,0.048356685,0.006695541
dish_1563217993,ingr_0000000520,lemon juice,1.115924,0.18970708,0.0,0.062491744,0.004463696
dish_1563217993,ingr_0000000031,cucumbers,7.439490,0.743949,0.0,0.1487898,0.0743949
dish_1563217993,ingr_0000000161,olive oil,2.161973,19.11184132,2.161973,0.0,0.0
dish_1563217993,ingr_0000000526,mustard greens,14.878981,4.01732487,0.059515924,0.699312107,0.431490449
dish_1563217993,ingr_0000000524,parsley,0.250319,0.092868349,0.002002552,0.016020416,0.007259251
dish_1563217993,ingr_0000000032,tomatoes,7.439490,2.5294266,0.05207643,0.50588532,0.05207643
dish_1563217993,ingr_0000000291,salt,0.562173,0.0,0.0,0.0,0.0
dish_1563217993,ingr_0000000471,cherry tomatoes,7.439490,1.3391082,0.01487898,0.29014011,0.06695541
dish_1563217993,ingr_0000000021,squash,91.738594,18.80641177,0.275215782,3.119112196,0.825647346
dish_1563217993,ingr_0000000026,white rice,10.012772,13.0166036,0.030038316,2.80357616,0.270344844
dish_1563217993,ingr_0000000485,zucchini,5.006386,0.7509579,0.020025544,0.135172422,0.055070246
dish_1563217993,ingr_0000000515,arugula,24.821665,6.20541625,0.173751655,0.918401605,0.64536329
dish_1563217993,ingr_0000000516,rosemary,0.500639,0.65583709,0.028536423,0.1001278,0.014518531
dish_1563217993,ingr_0000000027,broccoli,73.000000,25.55,0.292,5.11,1.752
dish_1563217993,ingr_0000000523,cilantro,0.743949,0.169620372,0.003719745,0.027526113,0.016366878
dish_1563217993,ingr_0000000367,lime,1.115924,0.3347772,0.002231848,0.11717202,0.007811468
dish_1568146905,ingr_0000000029,mixed greens,74.000000,20.72,0.296,3.922,1.628
dish_1558376364,ingr_0000000440,grapes,71.000000,48.99,0.142,12.78,0.497
dish_1565898544,ingr_0000000133,shallots,1.740707,0.3481414,0.003481414,0.057443331,0.026110605
dish_1565898544,ingr_0000000471,cherry tomatoes,62.000000,11.16,0.124,2.418,0.558
dish_1565898544,ingr_0000000540,ginger,0.290118,0.2320944,0.002320944,0.05222124,0.005222124
dish_1565898544,ingr_0000000094,onions,1.160471,0.4641884,0.001160471,0.10444239,0.012765181
dish_1565898544,ingr_0000000520,lemon juice,0.580236,0.09864012,0.0,0.032493216,0.002320944
dish_1565898544,ingr_0000000367,lime,0.072529,0.0217587,0.000145058,0.007615545,0.000507703
dish_1565898544,ingr_0000000122,garlic,1.740707,2.59365343,0.008703535,0.57443331,0.111405248
dish_1565898544,ingr_0000000523,cilantro,0.580236,0.132293808,0.00290118,0.021468732,0.012765192
dish_1565898544,ingr_0000000332,salmon,58.023571,103.28195638,4.64188568,0.0,13.92565704
dish_1565898544,ingr_0000000012,olives,40.000000,46.0,4.28,2.52,0.32
dish_1565898544,ingr_0000000448,jalapenos,0.580236,0.16826844,0.002320944,0.03771534,0.005222124
dish_1565898544,ingr_0000000023,brown rice,11.604714,12.88123254,0.104442426,2.66908422,0.301722564
dish_1565898544,ingr_0000000036,spinach (raw),2.901179,0.66727117,0.011604716,0.104442444,0.084134191
dish_1565898544,ingr_0000000291,salt,0.145059,0.0,0.0,0.0,0.0
dish_1565898544,ingr_0000000161,olive oil,0.435177,3.84696468,0.435177,0.0,0.0
dish_1565898544,ingr_0000000203,chili,0.145059,0.0580236,0.000580236,0.012910251,0.002611062
dish_1563897047,ingr_0000000128,egg whites,127.000000,66.04,0.254,0.889,12.7
dish_1563464670,ingr_0000000495,cream cheese,23.000000,80.5,7.82,1.265,1.426
dish_1563464670,ingr_0000000264,bagels,92.000000,230.0,1.38,45.08,9.292
dish_1563464670,ingr_0000000031,cucumbers,15.000000,1.5,0.0,0.3,0.15
dish_1563464670,ingr_0000000243,mozzarella cheese,26.000000,72.176,4.446,0.832,7.28
dish_1558636582,ingr_0000000471,cherry tomatoes,89.000000,16.02,0.178,3.471,0.801
dish_1558636582,ingr_0000000054,apple,154.000000,80.08,0.308,21.56,0.462
dish_1558636582,ingr_0000000007,cauliflower,96.000000,24.0,0.288,4.8,1.728
dish_1558636582,ingr_0000000077,almonds,71.000000,410.451,35.145,16.117,15.904
dish_1551233745,ingr_0000000048,ham,47.000000,68.15,2.82,0.705,9.87
dish_1568217325,ingr_0000000033,bell peppers,9.454546,3.7818184,0.018909092,0.85090914,0.18909092
dish_1568217325,ingr_0000000122,garlic,0.472727,0.70436323,0.002363635,0.15599991,0.030254528
dish_1568217325,ingr_0000000291,salt,0.236364,0.0,0.0,0.0,0.0
dish_1568217325,ingr_0000000031,cucumbers,9.454546,0.9454546,0.0,0.18909092,0.09454546
dish_1568217325,ingr_0000000126,mustard,0.472727,0.289781651,0.015599991,0.02836362,0.017490899
dish_1568217325,ingr_0000000161,olive oil,7.563636,66.86254224,7.563636,0.0,0.0
dish_1568217325,ingr_0000000189,vinegar,3.781818,0.0,0.0,0.0,0.0
dish_1568217325,ingr_0000000073,radishes,7.563636,1.21018176,0.007563636,0.257163624,0.052945452
dish_1568217325,ingr_0000000039,sausage,67.000000,230.882,18.291,2.814,12.931
dish_1561737271,ingr_0000000039,sausage,117.000000,403.182,31.941,4.914,22.581
dish_1561737271,ingr_0000000015,hash browns,60.000000,195.6,13.2,19.2,1.56
dish_1561737271,ingr_0000000038,pineapple,126.000000,63.0,0.126,16.38,0.63
dish_1561737271,ingr_0000000027,broccoli,72.000000,25.2,0.288,5.04,1.728
dish_1561737271,ingr_0000000128,egg whites,145.000000,75.4,0.29,1.015,14.5
dish_1551373181,ingr_0000000055,banana,88.000000,78.32,0.264,20.24,0.968
dish_1567538263,ingr_0000000515,arugula,28.070175,7.01754375,0.196491225,1.038596475,0.72982455
dish_1567538263,ingr_0000000524,parsley,0.561404,0.208280884,0.004491232,0.035929856,0.016280716
dish_1567538263,ingr_0000000161,olive oil,4.491228,39.70245552,4.491228,0.0,0.0
dish_1567538263,ingr_0000000520,lemon juice,2.245614,0.38175438,0.0,0.125754384,0.008982456
dish_1567538263,ingr_0000000291,salt,0.140351,0.0,0.0,0.0,0.0
dish_1567538263,ingr_0000000213,pears,5.614035,3.21122802,0.005614035,0.85333332,0.02245614
dish_1567538263,ingr_0000000312,pepper,3.368421,1.3473684,0.006736842,0.313263153,0.06736842
dish_1567538263,ingr_0000000122,garlic,0.280702,0.41824598,0.00140351,0.09263166,0.017964928
dish_1567538263,ingr_0000000187,chickpeas,11.228070,18.4140348,0.29192982,3.0315789,1.0105263
dish_1551226101,ingr_0000000060,tortilla,87.000000,189.66,2.523,39.15,5.22
dish_1551226101,ingr_0000000045,carrot,15.000000,6.15,0.03,1.5,0.135
dish_1551226101,ingr_0000000016,brussels sprouts,64.000000,27.52,0.192,5.76,2.176
dish_1551379881,ingr_0000000061,potato chips,11.000000,58.96,3.85,5.83,0.77
dish_1551379881,ingr_0000000053,nuts,43.000000,261.01,23.22,9.03,8.6
dish_1551379881,ingr_0000000007,cauliflower,114.000000,28.5,0.342,5.7,2.052
dish_1551137091,ingr_0000000019,bread,60.000000,159.24,2.52,25.38,8.1
dish_1563827482,ingr_0000000006,caesar salad,138.000000,60.72,2.898,5.934,4.416
dish_1563827482,ingr_0000000122,garlic,3.634592,5.41554208,0.01817296,1.19941536,0.232613888
dish_1563827482,ingr_0000000027,broccoli,36.666668,12.8333338,0.146666672,2.56666676,0.880000032
dish_1563827482,ingr_0000000485,zucchini,36.666668,5.5000002,0.146666672,0.990000036,0.403333348
dish_1563827482,ingr_0000000367,lime,3.634592,1.0903776,0.007269184,0.38163216,0.025442144
dish_1563827482,ingr_0000000161,olive oil,0.454324,4.01622416,0.454324,0.0,0.0
dish_1563827482,ingr_0000000010,steak,272.594391,738.73079961,51.79293429,0.0,68.14859775
dish_1563827482,ingr_0000000021,squash,36.666668,7.51666694,0.110000004,1.246666712,0.330000012
dish_1563827482,ingr_0000000514,wheat berry,54.518879,49.61217989,0.272594395,10.413105889,2.289792918
dish_1563827482,ingr_0000000291,salt,1.817296,0.0,0.0,0.0,0.0
dish_1563827482,ingr_0000000007,cauliflower,36.345921,9.08648025,0.109037763,1.81729605,0.654226578
dish_1551322577,ingr_0000000058,orange,79.000000,37.13,0.079,9.48,0.711
dish_1562946106,ingr_0000000037,cantaloupe,62.000000,21.08,0.124,4.96,0.496
dish_1562946106,ingr_0000000121,watermelon,73.000000,21.9,0.146,5.548,0.438
dish_1562946106,ingr_0000000039,sausage,104.000000,358.384,28.392,4.368,20.072
dish_1562946106,ingr_0000000008,scrambled eggs,120.000000,177.6,13.2,1.92,12.0
dish_1551566236,ingr_0000000039,sausage,45.000000,155.07,12.285,1.89,8.685
dish_1551305168,ingr_0000000047,corn,33.000000,31.68,0.495,6.93,1.122
dish_1564169254,ingr_0000000273,sandwiches,50.000000,116.45,6.5,8.95,5.5
dish_1564169254,ingr_0000000121,watermelon,151.000000,45.3,0.302,11.476,0.906
dish_1551486628,ingr_0000000045,carrot,14.000000,5.74,0.028,1.4,0.126
dish_1551486628,ingr_0000000012,olives,79.000000,90.85,8.453,4.977,0.632
dish_1551486628,ingr_0000000047,corn,33.000000,31.68,0.495,6.93,1.122
dish_1560799407,ingr_0000000462,pork,40.613026,96.65900188,5.68582364,0.0,10.55938676
dish_1560799407,ingr_0000000036,spinach (raw),8.817892,2.02811516,0.035271568,0.317444112,0.255718868
dish_1560799407,ingr_0000000364,sunflower seeds,3.527157,19.25827722,1.7635785,0.52907355,0.67015983
dish_1560799407,ingr_0000000026,white rice,5.415071,7.0395923,0.016245213,1.51621988,0.146206917
dish_1560799407,ingr_0000000524,parsley,0.135377,0.050224867,0.001083016,0.008664128,0.003925933
dish_1560799407,ingr_0000000520,lemon juice,3.527157,0.59961669,0.0,0.197520792,0.014108628
dish_1560799407,ingr_0000000161,olive oil,7.325067,64.75359228,7.325067,0.0,0.0
dish_1560799407,ingr_0000000473,cranberries,7.054313,3.24498398,0.007054313,0.84651756,0.035271565
dish_1560799407,ingr_0000000515,arugula,1.353768,0.338442,0.009476376,0.050089416,0.035197968
dish_1560799407,ingr_0000000129,raisins,3.527157,10.54619943,0.017635785,2.78645403,0.109341867
dish_1560799407,ingr_0000000122,garlic,0.270754,0.40342346,0.00135377,0.08934882,0.017328256
dish_1560799407,ingr_0000000045,carrot,35.271568,14.46134288,0.070543136,3.5271568,0.317444112
dish_1560799407,ingr_0000000094,onions,1.895275,0.75811,0.001895275,0.17057475,0.020848025
dish_1560799407,ingr_0000000291,salt,0.288136,0.0,0.0,0.0,0.0
dish_1560799407,ingr_0000000516,rosemary,0.270754,0.35468774,0.015432978,0.0541508,0.007851866
dish_1560799407,ingr_0000000485,zucchini,2.707535,0.40613025,0.01083014,0.073103445,0.029782885
dish_1558723568,ingr_0000000037,cantaloupe,67.000000,22.78,0.134,5.36,0.536
dish_1558723568,ingr_0000000205,corn on the cob,49.000000,51.989,1.176,10.78,1.519
